"","State.Name","date","keyword","hits","ratio"
"246","Hawaii","2013-12-01","Cyberbullying",55,3.05741252938509
"247","Hawaii","2014-01-01","Cyberbullying",16,3.05741252938509
"248","Hawaii","2014-02-01","Cyberbullying",17,3.05741252938509
"249","Hawaii","2014-03-01","Cyberbullying",36,3.05741252938509
"250","Hawaii","2014-04-01","Cyberbullying",28,3.05741252938509
"251","Hawaii","2014-05-01","Cyberbullying",37,3.05741252938509
"252","Hawaii","2014-06-01","Cyberbullying",0,3.05741252938509
"253","Hawaii","2014-07-01","Cyberbullying",30,3.05741252938509
"254","Hawaii","2014-08-01","Cyberbullying",5,3.05741252938509
"255","Hawaii","2014-09-01","Cyberbullying",15,3.05741252938509
"256","Hawaii","2014-10-01","Cyberbullying",25,3.05741252938509
"257","Hawaii","2014-11-01","Cyberbullying",20,3.05741252938509
"258","Hawaii","2014-12-01","Cyberbullying",20,3.05741252938509
"259","Hawaii","2015-01-01","Cyberbullying",25,3.05741252938509
"260","Hawaii","2015-02-01","Cyberbullying",46,3.05741252938509
"261","Hawaii","2015-03-01","Cyberbullying",33,3.05741252938509
"262","Hawaii","2015-04-01","Cyberbullying",47,3.05741252938509
"263","Hawaii","2015-05-01","Cyberbullying",0,3.05741252938509
"264","Hawaii","2015-06-01","Cyberbullying",9,3.05741252938509
"265","Hawaii","2015-07-01","Cyberbullying",31,3.05741252938509
"266","Hawaii","2015-08-01","Cyberbullying",40,3.05741252938509
"267","Hawaii","2015-09-01","Cyberbullying",40,3.05741252938509
"268","Hawaii","2015-10-01","Cyberbullying",20,3.05741252938509
"269","Hawaii","2015-11-01","Cyberbullying",41,3.05741252938509
"270","Hawaii","2015-12-01","Cyberbullying",40,3.05741252938509
"271","Hawaii","2016-01-01","Cyberbullying",8,3.05741252938509
"272","Hawaii","2016-02-01","Cyberbullying",41,3.05741252938509
"273","Hawaii","2016-03-01","Cyberbullying",31,3.05741252938509
"274","Hawaii","2016-04-01","Cyberbullying",16,3.05741252938509
"275","Hawaii","2016-05-01","Cyberbullying",8,3.05741252938509
"276","Hawaii","2016-06-01","Cyberbullying",17,3.05741252938509
"277","Hawaii","2016-07-01","Cyberbullying",0,3.05741252938509
"278","Hawaii","2016-08-01","Cyberbullying",16,3.05741252938509
"279","Hawaii","2016-09-01","Cyberbullying",39,3.05741252938509
"280","Hawaii","2016-10-01","Cyberbullying",8,3.05741252938509
"281","Hawaii","2016-11-01","Cyberbullying",15,3.05741252938509
"282","Hawaii","2016-12-01","Cyberbullying",21,3.05741252938509
"283","Hawaii","2017-01-01","Cyberbullying",21,3.05741252938509
"284","Hawaii","2017-02-01","Cyberbullying",15,3.05741252938509
"285","Hawaii","2017-03-01","Cyberbullying",20,3.05741252938509
"286","Hawaii","2017-04-01","Cyberbullying",35,3.05741252938509
"287","Hawaii","2017-05-01","Cyberbullying",51,3.05741252938509
"288","Hawaii","2017-06-01","Cyberbullying",16,3.05741252938509
"289","Hawaii","2017-07-01","Cyberbullying",0,3.05741252938509
"290","Hawaii","2017-08-01","Cyberbullying",0,3.05741252938509
"291","Hawaii","2017-09-01","Cyberbullying",15,3.05741252938509
"292","Hawaii","2017-10-01","Cyberbullying",15,3.05741252938509
"293","Hawaii","2017-11-01","Cyberbullying",15,3.05741252938509
"294","Hawaii","2017-12-01","Cyberbullying",22,3.05741252938509
"295","Hawaii","2018-01-01","Cyberbullying",21,3.05741252938509
"296","Hawaii","2018-02-01","Cyberbullying",15,3.05741252938509
"297","Hawaii","2018-03-01","Cyberbullying",21,3.05741252938509
"298","Hawaii","2018-04-01","Cyberbullying",35,3.05741252938509
"299","Hawaii","2018-05-01","Cyberbullying",28,3.05741252938509
"300","Hawaii","2018-06-01","Cyberbullying",0,3.05741252938509
"301","Hawaii","2018-07-01","Cyberbullying",15,3.05741252938509
"302","Hawaii","2018-08-01","Cyberbullying",21,3.05741252938509
"303","Hawaii","2018-09-01","Cyberbullying",15,3.05741252938509
"304","Hawaii","2018-10-01","Cyberbullying",45,3.05741252938509
"305","Hawaii","2018-11-01","Cyberbullying",8,3.05741252938509
"306","Hawaii","2018-12-01","Cyberbullying",23,3.05741252938509
"307","Hawaii","2019-01-01","Cyberbullying",21,3.05741252938509
"308","Hawaii","2019-02-01","Cyberbullying",15,3.05741252938509
"309","Hawaii","2019-03-01","Cyberbullying",14,3.05741252938509
"310","Hawaii","2019-04-01","Cyberbullying",22,3.05741252938509
"311","Hawaii","2019-05-01","Cyberbullying",7,3.05741252938509
"312","Hawaii","2019-06-01","Cyberbullying",8,3.05741252938509
"313","Hawaii","2019-07-01","Cyberbullying",0,3.05741252938509
"314","Hawaii","2019-08-01","Cyberbullying",0,3.05741252938509
"315","Hawaii","2019-09-01","Cyberbullying",15,3.05741252938509
"316","Hawaii","2019-10-01","Cyberbullying",28,3.05741252938509
"317","Hawaii","2019-11-01","Cyberbullying",0,3.05741252938509
"318","Hawaii","2019-12-01","Cyberbullying",7,3.05741252938509
"319","Hawaii","2020-01-01","Cyberbullying",7,3.05741252938509
"320","Hawaii","2020-02-01","Cyberbullying",14,3.05741252938509
"321","Hawaii","2020-03-01","Cyberbullying",6,3.05741252938509
"322","Hawaii","2020-04-01","Cyberbullying",6,3.05741252938509
"323","Hawaii","2020-05-01","Cyberbullying",12,3.05741252938509
"324","Hawaii","2020-06-01","Cyberbullying",14,3.05741252938509
"325","Hawaii","2020-07-01","Cyberbullying",7,3.05741252938509
"326","Hawaii","2020-08-01","Cyberbullying",7,3.05741252938509
"327","Hawaii","2020-09-01","Cyberbullying",6,3.05741252938509
"328","Hawaii","2020-10-01","Cyberbullying",15,3.05741252938509
"329","Hawaii","2020-11-01","Cyberbullying",22,3.05741252938509
"330","Hawaii","2020-12-01","Cyberbullying",8,3.05741252938509
"331","Hawaii","2021-01-01","Cyberbullying",7,3.05741252938509
"332","Hawaii","2021-02-01","Cyberbullying",0,3.05741252938509
"333","Hawaii","2021-03-01","Cyberbullying",8,3.05741252938509
"334","Illinois","2012-01-01","Cyberbullying",37,1.30152675017661
"335","Illinois","2012-02-01","Cyberbullying",90,1.30152675017661
"336","Illinois","2012-03-01","Cyberbullying",62,1.30152675017661
"337","Illinois","2012-04-01","Cyberbullying",46,1.30152675017661
"338","Illinois","2012-05-01","Cyberbullying",40,1.30152675017661
"339","Illinois","2012-06-01","Cyberbullying",15,1.30152675017661
"340","Illinois","2012-07-01","Cyberbullying",14,1.30152675017661
"341","Illinois","2012-08-01","Cyberbullying",18,1.30152675017661
"342","Illinois","2012-09-01","Cyberbullying",28,1.30152675017661
"343","Illinois","2012-10-01","Cyberbullying",62,1.30152675017661
"344","Illinois","2012-11-01","Cyberbullying",45,1.30152675017661
"345","Illinois","2012-12-01","Cyberbullying",27,1.30152675017661
"346","Illinois","2013-01-01","Cyberbullying",38,1.30152675017661
"347","Illinois","2013-02-01","Cyberbullying",43,1.30152675017661
"348","Illinois","2013-03-01","Cyberbullying",32,1.30152675017661
"349","Illinois","2013-04-01","Cyberbullying",50,1.30152675017661
"350","Illinois","2013-05-01","Cyberbullying",52,1.30152675017661
"351","Illinois","2013-06-01","Cyberbullying",21,1.30152675017661
"352","Illinois","2013-07-01","Cyberbullying",8,1.30152675017661
"353","Illinois","2013-08-01","Cyberbullying",26,1.30152675017661
"354","Illinois","2013-09-01","Cyberbullying",49,1.30152675017661
"355","Illinois","2013-10-01","Cyberbullying",90,1.30152675017661
"356","Illinois","2013-11-01","Cyberbullying",58,1.30152675017661
"357","Illinois","2013-12-01","Cyberbullying",53,1.30152675017661
"358","Illinois","2014-01-01","Cyberbullying",33,1.30152675017661
"359","Illinois","2014-02-01","Cyberbullying",38,1.30152675017661
"360","Illinois","2014-03-01","Cyberbullying",60,1.30152675017661
"361","Illinois","2014-04-01","Cyberbullying",62,1.30152675017661
"362","Illinois","2014-05-01","Cyberbullying",65,1.30152675017661
"363","Illinois","2014-06-01","Cyberbullying",22,1.30152675017661
"364","Illinois","2014-07-01","Cyberbullying",28,1.30152675017661
"365","Illinois","2014-08-01","Cyberbullying",18,1.30152675017661
"366","Illinois","2014-09-01","Cyberbullying",50,1.30152675017661
"367","Illinois","2014-10-01","Cyberbullying",75,1.30152675017661
"368","Illinois","2014-11-01","Cyberbullying",67,1.30152675017661
"369","Illinois","2014-12-01","Cyberbullying",48,1.30152675017661
"370","Illinois","2015-01-01","Cyberbullying",60,1.30152675017661
"371","Illinois","2015-02-01","Cyberbullying",95,1.30152675017661
"372","Illinois","2015-03-01","Cyberbullying",83,1.30152675017661
"373","Illinois","2015-04-01","Cyberbullying",100,1.30152675017661
"374","Illinois","2015-05-01","Cyberbullying",47,1.30152675017661
"375","Illinois","2015-06-01","Cyberbullying",12,1.30152675017661
"376","Illinois","2015-07-01","Cyberbullying",12,1.30152675017661
"377","Illinois","2015-08-01","Cyberbullying",17,1.30152675017661
"378","Illinois","2015-09-01","Cyberbullying",45,1.30152675017661
"379","Illinois","2015-10-01","Cyberbullying",64,1.30152675017661
"380","Illinois","2015-11-01","Cyberbullying",42,1.30152675017661
"381","Illinois","2015-12-01","Cyberbullying",55,1.30152675017661
"382","Illinois","2016-01-01","Cyberbullying",29,1.30152675017661
"383","Illinois","2016-02-01","Cyberbullying",64,1.30152675017661
"384","Illinois","2016-03-01","Cyberbullying",43,1.30152675017661
"385","Illinois","2016-04-01","Cyberbullying",59,1.30152675017661
"386","Illinois","2016-05-01","Cyberbullying",35,1.30152675017661
"387","Illinois","2016-06-01","Cyberbullying",13,1.30152675017661
"388","Illinois","2016-07-01","Cyberbullying",13,1.30152675017661
"389","Illinois","2016-08-01","Cyberbullying",21,1.30152675017661
"390","Illinois","2016-09-01","Cyberbullying",47,1.30152675017661
"391","Illinois","2016-10-01","Cyberbullying",56,1.30152675017661
"392","Illinois","2016-11-01","Cyberbullying",46,1.30152675017661
"393","Illinois","2016-12-01","Cyberbullying",40,1.30152675017661
"394","Illinois","2017-01-01","Cyberbullying",39,1.30152675017661
"395","Illinois","2017-02-01","Cyberbullying",23,1.30152675017661
"396","Illinois","2017-03-01","Cyberbullying",51,1.30152675017661
"397","Illinois","2017-04-01","Cyberbullying",48,1.30152675017661
"398","Illinois","2017-05-01","Cyberbullying",37,1.30152675017661
"399","Illinois","2017-06-01","Cyberbullying",27,1.30152675017661
"400","Illinois","2017-07-01","Cyberbullying",17,1.30152675017661
"401","Illinois","2017-08-01","Cyberbullying",20,1.30152675017661
"402","Illinois","2017-09-01","Cyberbullying",41,1.30152675017661
"403","Illinois","2017-10-01","Cyberbullying",47,1.30152675017661
"404","Illinois","2017-11-01","Cyberbullying",42,1.30152675017661
"405","Illinois","2017-12-01","Cyberbullying",22,1.30152675017661
"406","Illinois","2018-01-01","Cyberbullying",32,1.30152675017661
"407","Illinois","2018-02-01","Cyberbullying",44,1.30152675017661
"408","Illinois","2018-03-01","Cyberbullying",36,1.30152675017661
"409","Illinois","2018-04-01","Cyberbullying",44,1.30152675017661
"410","Illinois","2018-05-01","Cyberbullying",37,1.30152675017661
"411","Illinois","2018-06-01","Cyberbullying",15,1.30152675017661
"412","Illinois","2018-07-01","Cyberbullying",6,1.30152675017661
"413","Illinois","2018-08-01","Cyberbullying",13,1.30152675017661
"414","Illinois","2018-09-01","Cyberbullying",36,1.30152675017661
"415","Illinois","2018-10-01","Cyberbullying",50,1.30152675017661
